id;date;en;sk;de
be43adb3-e5a5-4822-8c7c-c44c70eefed9;2026-04-13T18:44:00Z;The Sales Loop Status and Production Chain guidance panels now have a Dismiss button — closing a panel hides it for that building until the chain breaks and requires player attention again.;Panely Stav predajného cyklu a Výrobný reťazec majú teraz tlačidlo Zavrieť — zatvorením panela sa skryje pre danú budovu, kým reťazec nezaznamená chybu vyžadujúcu pozornosť hráča.;Die Panels Verkaufskreislauf-Status und Produktionskette haben jetzt eine Schließen-Schaltfläche — das Schließen blendet das Panel für dieses Gebäude aus, bis die Kette einen Fehler aufweist, der die Aufmerksamkeit des Spielers erfordert.
f0f05540-d25c-4f18-b1ed-3f61b587b0bb;2026-04-13T18:06:55Z;Stock Exchange trading now keeps the active account selector visible in the top navbar and groups share quantity with clearer buy/sell actions for faster, safer trading.;Obchodovanie na Burze akcií teraz ponecháva aktívny prepínač účtu viditeľný v hornej navigácii a zoskupuje počet akcií s prehľadnejšími tlačidlami kúpiť/predať pre rýchlejšie a bezpečnejšie obchodovanie.;Der Aktienhandel zeigt den aktiven Kontowähler jetzt dauerhaft in der oberen Navigation an und gruppiert die Aktienanzahl mit klareren Kaufen/Verkaufen-Aktionen für schnelleres und sichereres Handeln.
a6d70b27-6b8b-4c56-be0b-73dbca529c77;2026-04-13T10:00:00Z;Dashboard and ledger screens load faster — repeated navigation between panels no longer reloads the same data from the database. City lists and resource catalogs are cached server-side, ledger history for completed game years is served from memory, and the database now has an optimised index for category drill-down queries;Obrazovky palubnej dosky a účtovnej knihy sa načítavajú rýchlejšie — opakovaná navigácia medzi panelmi už nenačítava rovnaké dáta z databázy. Zoznamy miest a katalógy zdrojov sú uložené v pamäti servera, história účtovnej knihy za ukončené herné roky je obsluhovaná z pamäte a databáza má teraz optimalizovaný index pre kategorizované dotazy;Dashboard- und Hauptbuch-Bildschirme laden schneller — wiederholte Navigation zwischen Panels lädt nicht mehr dieselben Daten aus der Datenbank. Stadtlisten und Ressourcenkataloge werden server-seitig zwischengespeichert, die Hauptbuchhistorie für abgeschlossene Spieljahre wird aus dem Speicher bereitgestellt und die Datenbank hat nun einen optimierten Index für kategoriespezifische Detailabfragen
3f8c1a72-4b9e-4d6f-8c3a-1e5b2d7f9041;2026-04-13T08:44:38Z;Global Exchange offers now show a quality variability band (5%–20% range) so you can see whether a city delivers consistent high-quality materials or unpredictable lower-quality inputs — helping you make smarter sourcing decisions;Ponuky Globálnej burzy teraz zobrazujú pásmo variability kvality (5%–20% rozsah), takže vidíte, či mesto dodáva konzistentnú vysokú kvalitu alebo nepredvídateľné nižšie vstupy — pomáha vám robiť inteligentnejšie rozhodnutia o zdrojoch;Angebote der Globalen Börse zeigen jetzt ein Qualitätsvariabilitätsband (5%–20% Bereich), damit Sie sehen können, ob eine Stadt konsistent hochwertige Materialien oder unvorhersehbare Eingaben liefert — für klügere Beschaffungsentscheidungen
1529f596-19c9-446b-9a2f-73a71222b047;2026-04-13T05:43:50Z;Player-facing game UI now shows human-readable in-game dates and durations instead of raw tick counters — upgrade wait times, construction countdowns, income-tax schedules, and the leaderboard clock all display game time while raw ticks remain available in tooltips for debugging;Herné rozhranie teraz zobrazuje ľudsky čitateľné herné dátumy a trvanie namiesto surových čísel tickov — čakacie doby na upgrade, odpočítavania výstavby, harmonogram dane z príjmu a hodiny na rebríčku zobrazujú herný čas, zatiaľ čo surové ticky zostávajú dostupné v tipoch pre ladenie;Das spielerseitige UI zeigt nun lesbare Spiel-Datum- und -Dauerangaben statt roher Tick-Zähler — Upgrade-Wartezeiten, Bauzeitkoten, Einkommensteuer-Zeitpläne und die Ranglisten-Uhr zeigen Spielzeit, während rohe Ticks in Tooltips für Debugging verfügbar bleiben
20f78a21-0685-4f0a-993f-dd730482ee61;2026-04-13T06:43:52Z;B2B Sales units now show a prominent warning when no upstream source is configured, and clearly name the Manufacturing or Mining unit that the default price was derived from so players always know what to do next;B2B predajné jednotky teraz zobrazujú výrazné upozornenie, keď nie je nakonfigurovaný žiadny zdrojový uzol, a jasne uvádzajú výrobnú alebo ťažobnú jednotku, z ktorej bola odvodená predvolená cena, aby hráči vždy vedeli, čo urobiť ďalej;B2B-Verkaufseinheiten zeigen jetzt eine prominente Warnung, wenn keine Upstream-Quelle konfiguriert ist, und benennen klar die Fertigungs- oder Abbaueinheit, von der der Standardpreis abgeleitet wurde, damit Spieler immer wissen, was als nächstes zu tun ist
b8f3c2e1-5d7a-4e9b-a6c0-1f2d8e4b7c3a;2026-04-13T01:44:42Z;Units under upgrade are now offline — they do not purchase, produce, move inventory, or sell while the upgrade is in progress, and the building grid shows an upgrade badge with a downtime notice;Jednotky počas vylepšenia sú teraz offline — nekupujú, nevyrábajú, nepresúvajú zásoby ani nepredávajú počas vylepšenia, a mriežka budovy zobrazuje odznak s upozornením na výpadok;Einheiten im Upgrade sind jetzt offline — sie kaufen, produzieren, verschieben Inventar oder verkaufen nicht während des Upgrades; das Gebäude-Raster zeigt ein Upgrade-Abzeichen mit einem Ausfall-Hinweis
f4b92e1d-7a03-4c8b-b5d2-9e1c6a3f0d87;2026-04-12T23:45:00Z;Storage units now hold 10× the capacity of purchase and sales units, making dedicated storage a meaningful logistics choice in factory and mine layouts;Skladové jednotky teraz pojmú 10× viac ako nákupné a predajné jednotky, čo robí dedikované sklady zmysluplnou logistickou voľbou v rozložení továrne a bane;Lagereinheiten fassen jetzt das 10-fache der Kapazität von Kauf- und Verkaufseinheiten, was dedizierte Lager zu einer sinnvollen Logistikentscheidung im Fabrik- und Bergwerks-Layout macht
c7e2a94b-3f8d-4b1a-91e2-d05f63b47ab2;2026-04-12T22:17:29Z;B2B sales units now auto-fill a competitive default price from the linked product or resource when placed in a factory or mine;B2B predajné jednotky teraz automaticky vypĺňajú konkurenčnú predvolenú cenu z prepojeného produktu alebo suroviny pri umiestnení v továrni alebo bani;B2B-Verkaufseinheiten füllen jetzt beim Platzieren in einer Fabrik oder Mine automatisch einen wettbewerbsfähigen Standardpreis aus dem verknüpften Produkt oder der Ressource ein
a3d807fa-cdd9-4977-ae3a-7e922e9b0755;2026-04-12T19:50:00Z;Manufacturing output product selector now shows product images for easier identification;Selektor výstupného produktu výroby teraz zobrazuje obrázky produktov pre ľahšiu identifikáciu;Der Ausgabeprodukt-Selektor der Fertigung zeigt jetzt Produktbilder zur einfacheren Identifikation
4f31a5d8-4fdf-4d98-9f35-3d8d4f4e5c10;2026-04-10T08:01:02Z;Game administration and newsroom launched;Správa hry a newsroom sú spustené;Spieladministration und Newsroom gestartet
1a6641d2-4e89-4087-81c5-bbcd0f45ca31;2026-04-12T18:45:00Z;Building unit directional links fully implemented with diagonal support and visible direction arrows;Smerové prepojenia stavebných jednotiek sú plne implementované vrátane uhlopriečnych prepojení a viditeľných šípok;Direktionale Gebäudeeinheitsverknüpfungen vollständig implementiert mit Diagonalunterstützung und sichtbaren Richtungspfeilen
b8e2f1c3-5a7d-4e9b-8c6f-2d1a3b0e4f5c;2026-04-12T21:00:00Z;Newspaper and changelog data flow restored — all CHANGELOG entries seeded to MasterApi and error handling improved;Tok dát novín a changelogu obnovený — všetky záznamy CHANGELOG sú nahrané do MasterApi a spracovanie chýb je vylepšené;Datenfluss für Zeitung und Changelog wiederhergestellt — alle CHANGELOG-Einträge in MasterApi eingepflegt und Fehlerbehandlung verbessert
